signal id;x;y;time;signal state
202;654538.4066623301;4946540.811418572;19626.0;RED
205;654501.7450862566;4946524.813642484;19626.0;GREEN
1866;654509.6311381037;4946514.599568103;19626.0;RED
1869;654491.2132318158;4946550.092172825;19626.0;GREEN
352;654510.3913899665;4946528.555217131;19626.0;RED
355;654473.8721333703;4946512.242822346;19626.0;GREEN
527;654515.7350875862;4946496.930319629;19646.0;RED
530;654499.9005263615;4946533.654630517;19646.0;GREEN
2153;652679.2672700504;4947686.42468062;19646.0;RED
2156;652643.4715158606;4947704.275130741;19646.0;GREEN
2157;652649.6968765225;4947701.159576189;19646.0;GREEN
2160;652613.7229381826;4947718.648865293;19646.0;RED
763;652965.8020270551;4946861.410030423;19646.0;GREEN
202;654538.4066623301;4946540.811418572;19646.0;GREEN
205;654501.7450862566;4946524.813642484;19646.0;RED
1866;654509.6311381037;4946514.599568103;19646.0;GREEN
1869;654491.2132318158;4946550.092172825;19646.0;RED
352;654510.3913899665;4946528.555217131;19646.0;GREEN
355;654473.8721333703;4946512.242822346;19646.0;RED
527;654515.7350875862;4946496.930319629;19666.0;GREEN
530;654499.9005263615;4946533.654630517;19666.0;RED
2153;652679.2672700504;4947686.42468062;19666.0;GREEN
2156;652643.4715158606;4947704.275130741;19666.0;RED
2157;652649.6968765225;4947701.159576189;19666.0;RED
2160;652613.7229381826;4947718.648865293;19666.0;GREEN
763;652965.8020270551;4946861.410030423;19666.0;GREEN
202;654538.4066623301;4946540.811418572;19666.0;RED
205;654501.7450862566;4946524.813642484;19666.0;GREEN
1866;654509.6311381037;4946514.599568103;19666.0;RED
1869;654491.2132318158;4946550.092172825;19666.0;GREEN
352;654510.3913899665;4946528.555217131;19666.0;RED
355;654473.8721333703;4946512.242822346;19666.0;GREEN
527;654515.7350875862;4946496.930319629;19686.0;RED
530;654499.9005263615;4946533.654630517;19686.0;GREEN
2153;652679.2672700504;4947686.42468062;19686.0;RED
2156;652643.4715158606;4947704.275130741;19686.0;GREEN
2157;652649.6968765225;4947701.159576189;19686.0;GREEN
2160;652613.7229381826;4947718.648865293;19686.0;RED
763;652965.8020270551;4946861.410030423;19686.0;GREEN
202;654538.4066623301;4946540.811418572;19686.0;GREEN
205;654501.7450862566;4946524.813642484;19686.0;RED
1866;654509.6311381037;4946514.599568103;19686.0;GREEN
1869;654491.2132318158;4946550.092172825;19686.0;RED
352;654510.3913899665;4946528.555217131;19686.0;GREEN
355;654473.8721333703;4946512.242822346;19686.0;RED
527;654515.7350875862;4946496.930319629;19706.0;GREEN
530;654499.9005263615;4946533.654630517;19706.0;RED
2153;652679.2672700504;4947686.42468062;19706.0;GREEN
2156;652643.4715158606;4947704.275130741;19706.0;RED
